Company,CompanyLocation,Year,BeanOrigin,Continent,CocoaPercent,CocoaBin,IngredientCount,IngredientInitials,Characteristic,Rating
A. Morin,France,2014,Venezuela,South America,70.0,60-70%,4,"B,S,C,L",nutty,3.5
A. Morin,France,2014,Venezuela,South America,70.0,60-70%,4,"B,S,C,L",roasty,3.5
A. Morin,France,2014,Venezuela,South America,70.0,60-70%,4,"B,S,C,L",astringent,3.75
A. Morin,France,2014,Venezuela,South America,70.0,60-70%,4,"B,S,C,L",nutty,3.75
A. Morin,France,2014,Venezuela,South America,70.0,60-70%,4,"B,S,C,L",chocolatey,3.75
A. Morin,France,2014,Peru,South America,70.0,60-70%,4,"B,S,C,L",delicate,4.0
A. Morin,France,2014,Peru,South America,70.0,60-70%,4,"B,S,C,L",hazelnut,4.0
A. Morin,France,2014,Peru,South America,70.0,60-70%,4,"B,S,C,L",brownie,4.0
A. Morin,France,2015,Togo,Africa,70.0,60-70%,4,"B,S,C,L",earthy,2.75
A. Morin,France,2015,Togo,Africa,70.0,60-70%,4,"B,S,C,L",choco,2.75
A. Morin,France,2015,Togo,Africa,70.0,60-70%,4,"B,S,C,L",roasty,3.0
A. Morin,France,2015,Togo,Africa,70.0,60-70%,4,"B,S,C,L",acidic,3.0
A. Morin,France,2015,Togo,Africa,70.0,60-70%,4,"B,S,C,L",nutty,3.0
A. Morin,France,2015,Togo,Africa,70.0,60-70%,4,"B,S,C,L",spice,3.5
A. Morin,France,2015,Peru,South America,70.0,60-70%,4,"B,S,C,L",cocoa,3.5
A. Morin,France,2015,Peru,South America,70.0,60-70%,4,"B,S,C,L",sweet,3.5
A. Morin,France,2016,Sao Tome,Africa,63.0,60-70%,4,"B,S,C,L",sweet,3.75
A. Morin,France,2016,Sao Tome,Africa,63.0,60-70%,4,"B,S,C,L",chocolatey,3.75
A. Morin,France,2016,Sao Tome,Africa,63.0,60-70%,4,"B,S,C,L",vegetal,3.75
A. Morin,France,2018,Venezuela,South America,70.0,60-70%,4,"B,S,C,L",powdery,3.5
A. Morin,France,2018,Venezuela,South America,70.0,60-70%,4,"B,S,C,L",nutty,3.5
A. Morin,France,2018,Peru,South America,63.0,60-70%,4,"B,S,C,L",sweet,3.75
A. Morin,France,2018,Peru,South America,63.0,60-70%,4,"B,S,C,L",dairy,3.75
A. Morin,France,2018,Peru,South America,63.0,60-70%,4,"B,S,C,L",spice,3.75
A. Morin,France,2018,Peru,South America,63.0,60-70%,4,"B,S,C,L",cocoa,3.75
A. Morin,France,2021,Mexico,North America,70.0,60-70%,4,"B,S,C,L",light color,4.0
A. Morin,France,2021,Mexico,North America,70.0,60-70%,4,"B,S,C,L",fruit,4.0
A. Morin,France,2021,Mexico,North America,70.0,60-70%,4,"B,S,C,L",yogurt,4.0
Acalli,U.S.A.,2015,Peru,South America,70.0,60-70%,2,"B,S",intense,3.75
Acalli,U.S.A.,2015,Peru,South America,70.0,60-70%,2,"B,S",nutty,3.75
Acalli,U.S.A.,2015,Peru,South America,70.0,60-70%,2,"B,S",cherry,3.75
Acalli,U.S.A.,2015,Peru,South America,70.0,60-70%,2,"B,S",cocoa,3.75
Acalli,U.S.A.,2020,Mexico,North America,74.0,70-80%,2,"B,S",herbal,3.25
Acalli,U.S.A.,2020,Mexico,North America,74.0,70-80%,2,"B,S",molasses,3.25
Acalli,U.S.A.,2020,Mexico,North America,74.0,70-80%,2,"B,S",hammy,3.25
Acalli,U.S.A.,2020,Peru,South America,70.0,60-70%,2,"B,S",hot cocoa,3.5
Acalli,U.S.A.,2020,Peru,South America,70.0,60-70%,2,"B,S",rich,3.5
Acalli,U.S.A.,2020,Peru,South America,70.0,60-70%,2,"B,S",molasses,3.5
Adi aka Fijiana (Easy In Ltd),Fiji,2011,Fiji,Oceania,60.0,50-60%,3,"B,S,C",sweet,2.75
Adi aka Fijiana (Easy In Ltd),Fiji,2011,Fiji,Oceania,88.0,80-90%,3,"B,S,C",orange,3.5
Adi aka Fijiana (Easy In Ltd),Fiji,2011,Fiji,Oceania,88.0,80-90%,3,"B,S,C",floral,3.5
Adi aka Fijiana (Easy In Ltd),Fiji,2011,Fiji,Oceania,88.0,80-90%,3,"B,S,C",lemon,3.5
Aelan,Vanuatu,2019,Vanuatu,Oceania,70.0,60-70%,2,"B,S",unrefined,2.5
Aelan,Vanuatu,2019,Vanuatu,Oceania,70.0,60-70%,2,"B,S",sweet,2.5
Aelan,Vanuatu,2019,Vanuatu,Oceania,70.0,60-70%,2,"B,S",metallic,2.5
Aelan,Vanuatu,2019,Vanuatu,Oceania,70.0,60-70%,2,"B,S",basic,2.75
Aelan,Vanuatu,2019,Vanuatu,Oceania,70.0,60-70%,2,"B,S",sweet,2.75
Aelan,Vanuatu,2019,Vanuatu,Oceania,70.0,60-70%,2,"B,S",cocoa,2.75
Aelan,Vanuatu,2019,Vanuatu,Oceania,70.0,60-70%,2,"B,S",woody,2.75
Aelan,Vanuatu,2019,Vanuatu,Oceania,70.0,60-70%,2,"B,S",sweet,2.75
Aelan,Vanuatu,2019,Vanuatu,Oceania,70.0,60-70%,2,"B,S",cocoa,2.75
Aelan,Vanuatu,2019,Vanuatu,Oceania,70.0,60-70%,2,"B,S",rubbery,2.75
Aelan,Vanuatu,2019,Vanuatu,Oceania,70.0,60-70%,2,"B,S",sandy,3.0
Aelan,Vanuatu,2019,Vanuatu,Oceania,70.0,60-70%,2,"B,S",woody,3.0
Aelan,Vanuatu,2019,Vanuatu,Oceania,70.0,60-70%,2,"B,S",spicy,3.0
Aelan,Vanuatu,2019,Vanuatu,Oceania,70.0,60-70%,2,"B,S",sweet,3.0
Aequare (Gianduja),Ecuador,2009,Ecuador,South America,55.0,50-60%,4,"B,S,C,V",sandy,2.75
Aequare (Gianduja),Ecuador,2009,Ecuador,South America,55.0,50-60%,4,"B,S,C,V",sweet,2.75
Aequare (Gianduja),Ecuador,2009,Ecuador,South America,70.0,60-70%,4,"B,S,C,V",roasty,3.0
Aequare (Gianduja),Ecuador,2009,Ecuador,South America,70.0,60-70%,4,"B,S,C,V",nutty,3.0
Aequare (Gianduja),Ecuador,2009,Ecuador,South America,70.0,60-70%,4,"B,S,C,V",coffee,3.0
Ah Cacao,Mexico,2009,Mexico,North America,70.0,60-70%,3,"B,S,C",gritty,3.0
Ah Cacao,Mexico,2009,Mexico,North America,70.0,60-70%,3,"B,S,C",spice,3.0
Ah Cacao,Mexico,2009,Mexico,North America,70.0,60-70%,3,"B,S,C",cocoa,3.0
Akesson's (Pralus),U.K.,2010,Madagascar,Africa,75.0,70-80%,4,"B,S,C,L",musty,2.75
Akesson's (Pralus),U.K.,2010,Brazil,South America,75.0,70-80%,4,"B,S,C,L",fatty,2.75
Akesson's (Pralus),U.K.,2010,Brazil,South America,75.0,70-80%,4,"B,S,C,L",intense,2.75
Akesson's (Pralus),U.K.,2010,Brazil,South America,75.0,70-80%,4,"B,S,C,L",woody,2.75
Akesson's (Pralus),U.K.,2011,Indonesia,Asia,75.0,70-80%,4,"B,S,C,L",hay,3.75
Akesson's (Pralus),U.K.,2011,Indonesia,Asia,75.0,70-80%,4,"B,S,C,L",nut,3.75
Akesson's (Pralus),U.K.,2011,Indonesia,Asia,75.0,70-80%,4,"B,S,C,L",berry,3.75
Alain Ducasse,France,2013,Venezuela,South America,75.0,70-80%,5,"B,S,C,V,L",sandy,2.5
Alain Ducasse,France,2013,Venezuela,South America,75.0,70-80%,5,"B,S,C,V,L",dirt,2.5
Alain Ducasse,France,2013,Venezuela,South America,75.0,70-80%,5,"B,S,C,V,L",ashey,2.5
Alain Ducasse,France,2013,Peru,South America,75.0,70-80%,5,"B,S,C,V,L",cardboard,2.5
Alain Ducasse,France,2013,Peru,South America,75.0,70-80%,5,"B,S,C,V,L",dirt,2.5
Alain Ducasse,France,2013,Peru,South America,75.0,70-80%,5,"B,S,C,V,L",roasty,2.5
Alain Ducasse,France,2014,Trinidad,North America,65.0,60-70%,6,"B,S,C,V,L,Sa",roasty,2.75
Alain Ducasse,France,2014,Trinidad,North America,65.0,60-70%,6,"B,S,C,V,L,Sa",sweet,2.75
Alain Ducasse,France,2014,Trinidad,North America,65.0,60-70%,6,"B,S,C,V,L,Sa",savory,2.75
Alain Ducasse,France,2014,Vietnam,Asia,75.0,70-80%,5,"B,S,C,V,Sa",nutty,2.75
Alain Ducasse,France,2014,Vietnam,Asia,75.0,70-80%,5,"B,S,C,V,Sa",roasty,2.75
Alain Ducasse,France,2014,Madagascar,Africa,75.0,70-80%,5,"B,S,C,V,Sa",citrus,3.0
Alain Ducasse,France,2014,Madagascar,Africa,75.0,70-80%,5,"B,S,C,V,Sa",fatty,3.0
Alain Ducasse,France,2014,Madagascar,Africa,75.0,70-80%,5,"B,S,C,V,Sa",dairy,3.0
Alain Ducasse,France,2017,Mexico,North America,75.0,70-80%,6,"B,S,C,V,L,Sa",strawberry,3.5
Alain Ducasse,France,2017,Mexico,North America,75.0,70-80%,6,"B,S,C,V,L,Sa",cream,3.5
Alain Ducasse,France,2017,Mexico,North America,75.0,70-80%,6,"B,S,C,V,L,Sa",gateway,3.5
Alexandre,Netherlands,2017,Ecuador,South America,70.0,60-70%,3,"B,S,C",sandy,3.5
Alexandre,Netherlands,2017,Ecuador,South America,70.0,60-70%,3,"B,S,C",green,3.5
Alexandre,Netherlands,2017,Ecuador,South America,70.0,60-70%,3,"B,S,C",floral,3.5
Alexandre,Netherlands,2017,Nicaragua,North America,70.0,60-70%,3,"B,S,C",sandy,3.5
Alexandre,Netherlands,2017,Nicaragua,North America,70.0,60-70%,3,"B,S,C",sweet,3.5
Alexandre,Netherlands,2017,Tanzania,Africa,70.0,60-70%,3,"B,S,C",sandy,3.5
Alexandre,Netherlands,2017,Tanzania,Africa,70.0,60-70%,3,"B,S,C",melon,3.5
Alexandre,Netherlands,2017,Tanzania,Africa,70.0,60-70%,3,"B,S,C",banana,3.5
Alexandre,Netherlands,2017,Vietnam,Asia,70.0,60-70%,3,"B,S,C",sandy,3.5
Alexandre,Netherlands,2017,Vietnam,Asia,70.0,60-70%,3,"B,S,C",sweet,3.5
Alexandre,Netherlands,2017,Vietnam,Asia,70.0,60-70%,3,"B,S,C",roasty,3.5
Altus aka Cao Artisan,U.S.A.,2013,Venezuela,South America,60.0,50-60%,4,"B,S,C,L",sweet,2.5
Altus aka Cao Artisan,U.S.A.,2013,Venezuela,South America,60.0,50-60%,4,"B,S,C,L",off,2.5
Altus aka Cao Artisan,U.S.A.,2013,Dominican Republic,North America,60.0,50-60%,4,"B,S,C,L",sandy,3.0
Altus aka Cao Artisan,U.S.A.,2013,Dominican Republic,North America,60.0,50-60%,4,"B,S,C,L",sweet,3.0
Altus aka Cao Artisan,U.S.A.,2013,Dominican Republic,North America,60.0,50-60%,4,"B,S,C,L",dairy,3.0
Altus aka Cao Artisan,U.S.A.,2013,Dominican Republic,North America,60.0,50-60%,4,"B,S,C,L",spice,3.0
Altus aka Cao Artisan,U.S.A.,2013,Bolivia,South America,60.0,50-60%,4,"B,S,C,L",sweet,3.0
Altus aka Cao Artisan,U.S.A.,2013,Bolivia,South America,60.0,50-60%,4,"B,S,C,L",caramel,3.0
Altus aka Cao Artisan,U.S.A.,2013,Bolivia,South America,60.0,50-60%,4,"B,S,C,L",fruit,3.0
Altus aka Cao Artisan,U.S.A.,2013,Bolivia,South America,80.0,70-80%,4,"B,S,C,L",gritty,3.25
Altus aka Cao Artisan,U.S.A.,2013,Bolivia,South America,80.0,70-80%,4,"B,S,C,L",berry,3.25
Altus aka Cao Artisan,U.S.A.,2013,Bolivia,South America,80.0,70-80%,4,"B,S,C,L",mild bitter,3.25
Altus aka Cao Artisan,U.S.A.,2013,Peru,South America,60.0,50-60%,4,"B,S,C,L",gritty,3.25
Altus aka Cao Artisan,U.S.A.,2013,Peru,South America,60.0,50-60%,4,"B,S,C,L",too sweet,3.25
Altus aka Cao Artisan,U.S.A.,2013,Peru,South America,60.0,50-60%,4,"B,S,C,L",fruit,3.25
Altus aka Cao Artisan,U.S.A.,2016,Bolivia,South America,60.0,50-60%,3,"B,S,C",sandy,2.5
Altus aka Cao Artisan,U.S.A.,2016,Bolivia,South America,60.0,50-60%,3,"B,S,C",sweet,2.5
Altus aka Cao Artisan,U.S.A.,2016,Bolivia,South America,60.0,50-60%,3,"B,S,C",pungent,2.5
Altus aka Cao Artisan,U.S.A.,2016,Peru,South America,60.0,50-60%,3,"B,S,C",sandy,2.5
Altus aka Cao Artisan,U.S.A.,2016,Peru,South America,60.0,50-60%,3,"B,S,C",sweet,2.5
Altus aka Cao Artisan,U.S.A.,2016,Peru,South America,60.0,50-60%,3,"B,S,C",sour,2.5
Altus aka Cao Artisan,U.S.A.,2016,Peru,South America,60.0,50-60%,3,"B,S,C",off,2.5
Altus aka Cao Artisan,U.S.A.,2016,Nicaragua,North America,60.0,50-60%,3,"B,S,C",powdery,2.75
Altus aka Cao Artisan,U.S.A.,2016,Nicaragua,North America,60.0,50-60%,3,"B,S,C",sweet,2.75
Altus aka Cao Artisan,U.S.A.,2016,Nicaragua,North America,60.0,50-60%,3,"B,S,C",molasses,2.75
Altus aka Cao Artisan,U.S.A.,2016,Ecuador,South America,60.0,50-60%,3,"B,S,C",sandy,2.75
Altus aka Cao Artisan,U.S.A.,2016,Ecuador,South America,60.0,50-60%,3,"B,S,C",nutty,2.75
Altus aka Cao Artisan,U.S.A.,2016,Ecuador,South America,60.0,50-60%,3,"B,S,C",earthy,2.75
Altus aka Cao Artisan,U.S.A.,2016,Ecuador,South America,60.0,50-60%,3,"B,S,C",roasty,2.75
Altus aka Cao Artisan,U.S.A.,2016,Peru,South America,60.0,50-60%,3,"B,S,C",dry,3.0
Altus aka Cao Artisan,U.S.A.,2016,Peru,South America,60.0,50-60%,3,"B,S,C",sweet,3.0
Altus aka Cao Artisan,U.S.A.,2016,Peru,South America,60.0,50-60%,3,"B,S,C",caramel,3.0
Altus aka Cao Artisan,U.S.A.,2018,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",sweet,3.0
Altus aka Cao Artisan,U.S.A.,2018,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",coarse,3.0
Altus aka Cao Artisan,U.S.A.,2018,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",nutty,3.0
Amano,U.S.A.,2007,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",waxy,3.0
Amano,U.S.A.,2007,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",nutty,3.0
Amano,U.S.A.,2007,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",mint,3.0
Amano,U.S.A.,2007,Madagascar,Africa,70.0,60-70%,4,"B,S,C,V",spice,3.5
Amano,U.S.A.,2007,Madagascar,Africa,70.0,60-70%,4,"B,S,C,V",nut,3.5
Amano,U.S.A.,2007,Madagascar,Africa,70.0,60-70%,4,"B,S,C,V",cocoa,3.5
Amano,U.S.A.,2007,Madagascar,Africa,70.0,60-70%,4,"B,S,C,V",fruit,3.5
Amano,U.S.A.,2007,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",spicy,3.75
Amano,U.S.A.,2007,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",strawberry,3.75
Amano,U.S.A.,2008,Indonesia,Asia,70.0,60-70%,4,"B,S,C,V",sticky,2.75
Amano,U.S.A.,2008,Indonesia,Asia,70.0,60-70%,4,"B,S,C,V",nutty,2.75
Amano,U.S.A.,2008,Indonesia,Asia,70.0,60-70%,4,"B,S,C,V",high acidity,2.75
Amano,U.S.A.,2009,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",roasty,3.0
Amano,U.S.A.,2010,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",woody,3.0
Amano,U.S.A.,2010,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",red berry,3.0
Amano,U.S.A.,2010,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",sour,3.0
Amano,U.S.A.,2010,Dominican Republic,North America,70.0,60-70%,4,"B,S,C,V",orange,3.75
Amano,U.S.A.,2010,Dominican Republic,North America,70.0,60-70%,4,"B,S,C,V",cinamon,3.75
Amano,U.S.A.,2011,Papua New Guinea,Oceania,70.0,60-70%,4,"B,S,C,V",tart,4.0
Amano,U.S.A.,2011,Papua New Guinea,Oceania,70.0,60-70%,4,"B,S,C,V",lemon,4.0
Amano,U.S.A.,2011,Papua New Guinea,Oceania,70.0,60-70%,4,"B,S,C,V",smoke,4.0
Amatller (Simon Coll),Spain,2009,Ecuador,South America,70.0,60-70%,2,"B,S",spicy,2.75
Amatller (Simon Coll),Spain,2009,Ecuador,South America,85.0,80-90%,2,"B,S",fatty,2.75
Amatller (Simon Coll),Spain,2009,Ecuador,South America,85.0,80-90%,2,"B,S",mushroom,2.75
Amatller (Simon Coll),Spain,2009,Ecuador,South America,85.0,80-90%,2,"B,S",off notes,2.75
Amatller (Simon Coll),Spain,2009,Ghana,Africa,70.0,60-70%,2,"B,S",dry,3.0
Amatller (Simon Coll),Spain,2009,Ghana,Africa,70.0,60-70%,2,"B,S",chalky,3.0
Amatller (Simon Coll),Spain,2009,Ghana,Africa,85.0,80-90%,2,"B,S",roasty,3.0
Amatller (Simon Coll),Spain,2009,Ghana,Africa,85.0,80-90%,2,"B,S",marshmallow,3.0
Amazona,Peru,2013,Peru,South America,72.0,70-80%,3,"B,S,C",oily,3.25
Amazona,Peru,2013,Peru,South America,72.0,70-80%,3,"B,S,C",vanilla,3.25
Amazona,Peru,2013,Peru,South America,72.0,70-80%,3,"B,S,C",melon,3.25
Amazona,Peru,2013,Peru,South America,72.0,70-80%,3,"B,S,C",cocoa,3.25
Amazona,Peru,2013,Peru,South America,73.0,70-80%,3,"B,S,C",oily,3.5
Amazona,Peru,2013,Peru,South America,73.0,70-80%,3,"B,S,C",vegetal,3.5
Amazona,Peru,2013,Peru,South America,73.0,70-80%,3,"B,S,C",nutty,3.5
Amazona,Peru,2013,Peru,South America,73.0,70-80%,3,"B,S,C",cocoa,3.5
Ambrosia,Canada,2015,Belize,North America,64.0,60-70%,4,"B,S,C,L",roasty,3.0
Ambrosia,Canada,2015,Belize,North America,64.0,60-70%,4,"B,S,C,L",brownie,3.0
Ambrosia,Canada,2015,Belize,North America,64.0,60-70%,4,"B,S,C,L",nutty,3.0
Ambrosia,Canada,2015,Madagascar,Africa,66.0,60-70%,2,"B,S",fruity,3.25
Ambrosia,Canada,2015,Madagascar,Africa,66.0,60-70%,2,"B,S",sour,3.25
Ambrosia,Canada,2015,Dominican Republic,North America,75.0,70-80%,2,"B,S",high roast,3.25
Ambrosia,Canada,2015,Papua New Guinea,Oceania,63.0,60-70%,2,"B,S",smokey,3.25
Ambrosia,Canada,2015,Papua New Guinea,Oceania,63.0,60-70%,2,"B,S",savory,3.25
Ambrosia,Canada,2015,Venezuela,South America,70.0,60-70%,2,"B,S",sandy,3.25
Ambrosia,Canada,2015,Venezuela,South America,70.0,60-70%,2,"B,S",roasty,3.25
Ambrosia,Canada,2015,Venezuela,South America,70.0,60-70%,2,"B,S",nutty,3.25
Ambrosia,Canada,2015,Peru,South America,68.0,60-70%,2,"B,S",rich,3.5
Ambrosia,Canada,2015,Peru,South America,68.0,60-70%,2,"B,S",sour,3.5
Ambrosia,Canada,2015,Peru,South America,68.0,60-70%,2,"B,S",mild smoke,3.5
Amedei,Italy,2006,Blend,Other,66.0,60-70%,4,"B,S,C,V",rich cocoa,3.75
Amedei,Italy,2006,Blend,Other,66.0,60-70%,4,"B,S,C,V",long,3.75
Amedei,Italy,2007,Ecuador,South America,70.0,60-70%,4,"B,S,C,V",creamy,3.0
Amedei,Italy,2007,Ecuador,South America,70.0,60-70%,4,"B,S,C,V",earthy,3.0
Amedei,Italy,2007,Ecuador,South America,70.0,60-70%,4,"B,S,C,V",vegetal,3.0
Amedei,Italy,2007,Jamaica,North America,70.0,60-70%,4,"B,S,C,V",sandy,3.0
Amedei,Italy,2007,Jamaica,North America,70.0,60-70%,4,"B,S,C,V",woody,3.0
Amedei,Italy,2007,Jamaica,North America,70.0,60-70%,4,"B,S,C,V",spicy,3.0
Amedei,Italy,2007,Trinidad,North America,70.0,60-70%,4,"B,S,C,V",coffee,3.5
Amedei,Italy,2007,Trinidad,North America,70.0,60-70%,4,"B,S,C,V",fruit,3.5
Amedei,Italy,2007,Trinidad,North America,70.0,60-70%,4,"B,S,C,V",woodsy,3.5
Amedei,Italy,2007,Blend,Other,63.0,60-70%,4,"B,S,C,V",fatty,3.5
Amedei,Italy,2007,Blend,Other,63.0,60-70%,4,"B,S,C,V",dairy,3.5
Amedei,Italy,2007,Blend,Other,63.0,60-70%,4,"B,S,C,V",caramel,3.5
Amedei,Italy,2007,Blend,Other,63.0,60-70%,4,"B,S,C,V",cocoa,3.5
Amedei,Italy,2007,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",creamy,3.75
Amedei,Italy,2007,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",fruit,3.75
Amedei,Italy,2007,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",cocoa,3.75
Amedei,Italy,2012,Peru,South America,70.0,60-70%,4,"B,S,C,V",creamy,3.75
Amedei,Italy,2012,Peru,South America,70.0,60-70%,4,"B,S,C,V",raspberry,3.75
Amedei,Italy,2012,Peru,South America,70.0,60-70%,4,"B,S,C,V",nutty,3.75
Amedei,Italy,2018,Madagascar,Africa,70.0,60-70%,4,"B,S,C,V",vanilla,3.0
Amedei,Italy,2018,Madagascar,Africa,70.0,60-70%,4,"B,S,C,V",mint,3.0
Amedei,Italy,2018,Madagascar,Africa,70.0,60-70%,4,"B,S,C,V",roasty,3.0
Amedei,Italy,2018,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",vanilla,3.0
Amedei,Italy,2018,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",nuts,3.0
Amedei,Italy,2018,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",roasty,3.0
Amedei,Italy,2018,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",nutty,3.0
Amedei,Italy,2018,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",vanilla,3.0
Amedei,Italy,2018,Blend,Other,75.0,70-80%,4,"B,S,C,V",sweet,3.5
Amedei,Italy,2018,Blend,Other,75.0,70-80%,4,"B,S,C,V",delicate,3.5
Amedei,Italy,2018,Blend,Other,75.0,70-80%,4,"B,S,C,V",complex,3.5
Amedei,Italy,2019,Blend,Other,70.0,60-70%,3,"B,S,C",nut,2.75
Amedei,Italy,2019,Blend,Other,70.0,60-70%,3,"B,S,C",fatty,2.75
Amedei,Italy,2019,Blend,Other,70.0,60-70%,3,"B,S,C",rubbery,2.75
Amedei,Italy,2019,Blend,Other,70.0,60-70%,3,"B,S,C",rich,2.75
